0.0031,-25.3531,31.5346,2.5,0.789,1.0684,43.4862,59.1528
0.0042,-21.3329,-1.9562,2.5,2.6706,2.3335,52.3127,52.7441
0.0057,69.7538,2.0045,2.5,2.2041,2.5764,52.2957,51.6398
0.0076,-85.3307,13.5945,2.5,3.5849,9.2638,57.8689,56.0094
0.0102,-78.6565,14.3163,2.5,4.1214,9.9159,57.848,52.605
0.0136,15.8356,-18.3394,2.5,10.6102,5.193,51.9453,56.2079
0.0183,-74.9472,14.3019,2.5,5.038,14.2844,55.2015,55.2607
0.0245,-74.2904,14.6351,2.5,4.8641,14.1653,53.9672,54.3107
0.0329,-76.0629,14.1444,2.5,4.3745,12.1069,54.0115,54.8342
0.0441,-74.3344,14.3984,2.5,4.1215,11.3928,52.6023,54.1828
0.0591,-75.8855,14.0648,2.5,3.5271,10.5645,53.2268,52.5732
0.0793,22.9053,-17.6105,2.5,8.7017,4.4232,52.3281,50.7833
0.1063,-80.0685,12.1553,2.5,2.666,9.6033,51.0868,50.5825
0.1426,-84.0341,9.604,2.5,2.5036,10.4976,51.2067,48.4874
0.1912,-75.2577,14.4484,2.5,3.2498,9.9568,50.3543,50.0383
0.2563,6.1486,-9.7095,2.5,10.0805,2.6779,49.2299,47.4004
0.3437,-77.8525,13.8689,2.5,3.026,9.7016,48.5001,50.4618
0.4609,-81.7684,10.956,2.5,2.8125,10.8834,47.5792,45.5993
0.6179,-73.6823,16.3155,2.5,3.2954,7.9159,46.2752,49.4186
0.8286,-76.361,15.9761,2.5,3.1375,8.902,47.6544,45.8975
1.111,12.9969,-15.6831,2.5,7.4597,2.7534,45.9667,53.2125
1.4897,11.0079,-12.7583,2.5,6.629,2.6542,51.4753,51.1344
1.9974,18.9598,-18.4388,2.5,6.0582,2.8936,53.911,54.5447
2.6782,-94.7138,10.5594,2.5,0.8563,5.7912,66.1327,52.2717
3.5911,38.5671,0.1746,2.5,0.9307,1.3547,52.2583,48.7414
4.8151,12.7486,1.714,2.5,0.5192,0.8286,62.212,46.3102
6.4564,29.02,-29.7699,2.5,0.0158,0.1328,33.8558,56.29
8.657,24.8302,-39.2545,2.5,0.4935,0.338,47.1045,27.2643
11.6078,18.2425,-27.5385,2.5,1.0272,0.0014,75.7724,-0.8055
15.5643,50.1261,-32.1667,2.5,0.2559,0.5925,68.3091,-4.949
20.8694,45.0125,-23.3752,2.5,0.2096,0.7647,49.7217,8.5288
27.9828,24.3768,0.7391,2.5,1.8535,0.8726,34.6031,7.0074
37.5208,48.2356,3.2452,2.5,1.9092,3.2108,28.0689,3.304
50.3098,47.3428,5.481,2.5,2.0203,3.4335,21.5414,8.91
67.4579,61.3646,11.7944,2.5,1.9344,4.7113,14.8345,13.8471
90.451,-11.1956,-13.5784,2.5,4.0588,3.4566,21.8395,13.0036
121.2813,72.4011,21.0428,2.5,3.5594,7.8716,12.0343,24.736
162.6201,6.8028,-8.5154,2.5,1.7339,4.0492,53.6045,14.4931
