0,-10.176,8.5057,-26.63
5,-10.298,8.5899,-27.046
10,-10.422,8.6757,-27.474
15,-10.55,8.7632,-27.916
20,-10.681,8.8525,-28.372
25,-10.815,8.9435,-28.842
30,-10.953,9.0363,-29.329
35,-11.094,9.131,-29.831
40,-11.238,9.2276,-30.351
45,-11.386,9.3262,-30.889
50,-11.539,9.4269,-31.446
55,-11.695,9.5297,-32.023
60,-11.856,9.6346,-32.62
65,-12.021,9.7418,-33.241
70,-12.19,9.8513,-33.884
75,-12.364,9.9632,-34.552
80,-12.544,10.078,-35.247
85,-12.728,10.194,-35.969
90,-12.918,10.314,-36.721
95,-13.114,10.436,-37.504
100,-13.315,10.561,-38.32
105,-13.523,10.689,-39.171
110,-13.737,10.819,-40.059
115,-13.958,10.953,-40.988
120,-14.186,11.09,-41.959
125,-14.421,11.23,-42.976
130,-14.664,11.373,-44.042
135,-14.916,11.52,-45.159
140,-15.176,11.67,-46.333
145,-15.444,11.824,-47.568
150,-15.723,11.982,-48.867
155,-16.011,12.144,-50.236
160,-16.31,12.31,-51.68
165,-16.62,12.479,-53.207
170,-16.942,12.653,-54.822
175,-17.276,12.832,-56.533
180,-17.623,13.015,-58.35
185,-17.985,13.202,-60.281
190,-18.36,13.395,-62.337
195,-18.752,13.592,-64.53
200,-19.16,13.794,-66.874
205,-19.585,14.001,-69.384
210,-20.03,14.214,-72.077
215,-20.494,14.431,-74.974
220,-20.98,14.655,-78.097
225,-21.488,14.883,-81.471
230,-22.021,15.118,-85.128
235,-22.58,15.357,-89.1
240,-23.167,15.603,-93.429
245,-23.784,15.854,-98.159
250,-24.433,16.11,-103.35
255,-25.118,16.372,-109.05
260,-25.84,16.639,-115.36
265,-26.603,16.91,-122.34
270,-27.411,17.186,-130.11
275,-28.267,17.466,-138.78
280,-29.175,17.749,-148.5
285,-30.14,18.034,-159.42
290,-31.168,18.32,-171.71
295,-32.265,18.606,-185.53
300,-33.437,18.889,-200.99
305,-34.692,19.168,-218.04
310,-36.039,19.439,-236.24
315,-37.487,19.698,-254.31
320,-39.048,19.943,-269.52
325,-40.736,20.165,-277.36
330,-42.564,20.36,-273.21
335,-44.55,20.518,-255.87
340,-46.714,20.629,-228.88
345,-49.08,20.68,-197.42
350,-51.673,20.653,-165.39
355,-54.527,20.531,-134.95
360,-57.678,20.286,-107.09
365,-61.171,19.89,-82.179
370,-65.055,19.304,-60.281
375,-69.392,18.484,-41.307
380,-74.252,17.373,-25.087
385,-79.711,15.905,-11.402
390,-85.856,14.001,0
395,-92.767,11.57,9.3829
400,-100.5,8.5057,17.011
405,-109.02,4.6914,23.14
410,-118.12,0,28.002
415,-127.16,-5.701,31.809
420,-134.76,-12.544,34.745
425,-138.68,-20.653,36.967
430,-136.6,-30.14,38.609
435,-127.94,-41.09,39.78
440,-114.44,-53.545,40.572
445,-98.708,-67.474,41.061
450,-82.693,-82.693,41.307
455,-67.474,-98.708,41.359
460,-53.545,-114.44,41.258
465,-41.09,-127.94,41.037
470,-30.14,-136.6,40.721
475,-20.653,-138.68,40.331
480,-12.544,-134.76,39.885
485,-5.701,-127.16,39.397
490,0,-118.12,38.877
495,4.6914,-109.02,38.335
500,8.5057,-100.5,37.778
505,11.57,-92.767,37.212
510,14.001,-85.856,36.641
515,15.905,-79.711,36.068
520,17.373,-74.252,35.498
525,18.484,-69.392,34.932
530,19.304,-65.055,34.373
535,19.89,-61.171,33.821
540,20.286,-57.678,33.278
545,20.531,-54.527,32.744
550,20.653,-51.673,32.22
555,20.68,-49.08,31.708
560,20.629,-46.714,31.206
565,20.518,-44.55,30.715
570,20.36,-42.564,30.235
575,20.165,-40.736,29.767
580,19.943,-39.048,29.309
585,19.698,-37.487,28.863
590,19.439,-36.039,28.427
595,19.168,-34.692,28.002
600,18.889,-33.437,27.588
605,18.606,-32.265,27.183
610,18.32,-31.168,26.789
615,18.034,-30.14,26.405
620,17.749,-29.175,26.029
625,17.466,-28.267,25.664
630,17.186,-27.411,25.307
635,16.91,-26.603,24.959
640,16.639,-25.84,24.619
645,16.372,-25.118,24.288
650,16.11,-24.433,23.965
655,15.854,-23.784,23.649
660,15.603,-23.167,23.341
665,15.357,-22.58,23.04
670,15.118,-22.021,22.747
675,14.883,-21.488,22.46
680,14.655,-20.98,22.18
685,14.431,-20.494,21.906
690,14.214,-20.03,21.639
695,14.001,-19.585,21.377
700,13.794,-19.16,21.122
705,13.592,-18.752,20.872
710,13.395,-18.36,20.628
715,13.202,-17.985,20.389
720,13.015,-17.623,20.155
725,12.832,-17.276,19.926
730,12.653,-16.942,19.703
735,12.479,-16.62,19.484
740,12.31,-16.31,19.269
745,12.144,-16.011,19.059
750,11.982,-15.723,18.854
755,11.824,-15.444,18.652
760,11.67,-15.176,18.455
765,11.52,-14.916,18.262
770,11.373,-14.664,18.073
775,11.23,-14.421,17.887
780,11.09,-14.186,17.705
785,10.953,-13.958,17.526
790,10.819,-13.737,17.351
795,10.689,-13.523,17.18
800,10.561,-13.315,17.011
